country_name,hdi_category,indicator_name,values
Cameroon,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,0.80
Papua New Guinea,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,0.79
Haiti,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,..
Sudan,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,0.94
Kenya,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,0.95
Djibouti,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,0.66
Timor-Leste,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,1.00
Zimbabwe,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,0.91
Togo,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,0.51
Yemen,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,0.49
Uganda,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,0.81
Gambia,MEDIUM HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,0.82
Senegal,LOW HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,0.75
Eritrea,LOW HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,0.59
Nigeria,LOW HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,0.84
Tanzania (United Republic of),LOW HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,..
Guinea,LOW HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,0.53
Rwanda,LOW HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,0.89
Angola,LOW HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,0.78
Benin,LOW HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,0.57
Malawi,LOW HUMAN DEVELOPMENT,Gross_sec_enr_rat_femrate_malrate,0.81
Zambia,,Gross_sec_enr_rat_femrate_malrate,0.82
Côte d'Ivoire,,Gross_sec_enr_rat_femrate_malrate,0.55
Burundi,,Gross_sec_enr_rat_femrate_malrate,0.74
Congo (Democratic Republic of the),,Gross_sec_enr_rat_femrate_malrate,0.58
Ethiopia,,Gross_sec_enr_rat_femrate_malrate,0.65
Chad,,Gross_sec_enr_rat_femrate_malrate,0.33
Central African Republic,,Gross_sec_enr_rat_femrate_malrate,..
Mozambique,,Gross_sec_enr_rat_femrate_malrate,0.69
Mali,,Gross_sec_enr_rat_femrate_malrate,0.62
Niger,,Gross_sec_enr_rat_femrate_malrate,0.68
Guinea-Bissau,,Gross_sec_enr_rat_femrate_malrate,0.54
Burkina Faso,,Gross_sec_enr_rat_femrate_malrate,0.70
Sierra Leone,,Gross_sec_enr_rat_femrate_malrate,0.71
Iceland,HIGH HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,93
Norway,HIGH HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,97
Australia,HIGH HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,80
Canada,HIGH HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,72
Ireland,HIGH HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,67
Sweden,HIGH HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,100
Switzerland,HIGH HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,43
Japan,HIGH HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,52
Netherlands,HIGH HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,63
France,HIGH HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,64
Finland,HIGH HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,101
United States,HIGH HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,97
Spain,HIGH HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,74
Denmark,HIGH HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,94
Austria,HIGH HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,55
United Kingdom,HIGH HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,70
Belgium,HIGH HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,70
Luxembourg,HIGH HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,13
New Zealand,HIGH HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,99
Italy,HIGH HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,76
"Hong Kong, China (SAR)",HIGH HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,31
Germany,HIGH HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,..
Israel,HIGH HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,66
Greece,HIGH HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,95
Singapore,HIGH HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,..
Korea (Republic of),HIGH HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,69
Slovenia,HIGH HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,96
Cyprus,HIGH HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,35
Portugal,HIGH HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,64
Brunei Darussalam,HIGH HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,20
Barbados,HIGH HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,54
Czech Republic,HIGH HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,52
Kuwait,HIGH HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,29
Malta,HIGH HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,37
Qatar,HIGH HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,33
Hungary,HIGH HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,78
Poland,HIGH HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,74
Argentina,HIGH HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,76
United Arab Emirates,HIGH HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,39
Chile,HIGH HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,47
Bahrain,HIGH HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,50
Slovakia,HIGH HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,46
Lithuania,HIGH HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,93
Estonia,HIGH HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,82
Latvia,HIGH HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,96
Uruguay,HIGH HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,55
Croatia,HIGH HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,42
Costa Rica,HIGH HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,28
Bahamas,HIGH HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,..
Seychelles,HIGH HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,..
Cuba,HIGH HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,78
Mexico,HIGH HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,24
Bulgaria,HIGH HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,47
Saint Kitts and Nevis,HIGH HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,..
Tonga,HIGH HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,8
Libyan Arab Jamahiriya,HIGH HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,59
Antigua and Barbuda,HIGH HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,..
Oman,HIGH HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,19
Trinidad and Tobago,HIGH HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,14
Romania,HIGH HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,50
Saudi Arabia,HIGH HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,34
Panama,HIGH HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,55
Malaysia,HIGH HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,36
Belarus,HIGH HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,72
Mauritius,HIGH HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,19
Bosnia and Herzegovina,HIGH HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,..
Russian Federation,HIGH HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,82
Albania,HIGH HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,23
Macedonia (TFYR),HIGH HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,35
Brazil,HIGH HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,27
Dominica,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,..
Saint Lucia,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,20
Kazakhstan,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,62
Venezuela (Bolivarian Republic of),MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,41
Colombia,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,31
Ukraine,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,75
Samoa,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,7
Thailand,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,44
Dominican Republic,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,41
Belize,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,4
China,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,20
Grenada,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,..
Armenia,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,31
Turkey,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,26
Suriname,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,15
Jordan,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,40
Peru,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,34
Lebanon,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,54
Ecuador,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,..
Philippines,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,31
Tunisia,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,35
Fiji,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,17
Saint Vincent and the Grenadines,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,..
Iran (Islamic Republic of),MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,25
Paraguay,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,28
Georgia,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,47
Guyana,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,13
Azerbaijan,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,14
Sri Lanka,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,..
Maldives,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,(.)
Jamaica,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,26
Cape Verde,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,7
El Salvador,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,21
Algeria,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,24
Viet Nam,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,13
Occupied Palestinian Territories,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,39
Indonesia,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,15
Syrian Arab Republic,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,..
Turkmenistan,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,..
Nicaragua,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,19
Moldova,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,41
Egypt,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,..
Uzbekistan,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,14
Mongolia,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,54
Honduras,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,20
Kyrgyzstan,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,46
Bolivia,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,..
Guatemala,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,8
Gabon,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,..
Vanuatu,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,4
South Africa,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,17
Tajikistan,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,9
Sao Tome and Principe,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,..
Botswana,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,5
Namibia,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,7
Morocco,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,10
Equatorial Guinea,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,2
India,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,9
Solomon Islands,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,..
Lao People's Democratic Republic,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,7
Cambodia,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,2
Myanmar,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,..
Bhutan,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,..
Comoros,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,2
Ghana,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,4
Pakistan,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,4
Mauritania,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,2
Lesotho,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,4
Congo,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,1
Bangladesh,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,4
Swaziland,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,5
Nepal,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,3
Madagascar,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,2
Cameroon,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,5
Papua New Guinea,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,..
Haiti,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,..
Sudan,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,..
Kenya,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,2
Djibouti,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,2
Timor-Leste,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,12
Zimbabwe,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,3
Togo,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,1
Yemen,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,5
Uganda,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,3
Gambia,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,(.)
Senegal,LOW HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,..
Eritrea,LOW HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,(.)
Nigeria,LOW HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,7
Tanzania (United Republic of),LOW HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,1
Guinea,LOW HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,1
Rwanda,LOW HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,2
Angola,LOW HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,1
Benin,LOW HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,1
Malawi,LOW HUMAN DEVELOPMENT,Gross_tert_enr_female_rat,(.)
Zambia,,Gross_tert_enr_female_rat,..
Côte d'Ivoire,,Gross_tert_enr_female_rat,..
Burundi,,Gross_tert_enr_female_rat,1
Congo (Democratic Republic of the),,Gross_tert_enr_female_rat,..
Ethiopia,,Gross_tert_enr_female_rat,1
Chad,,Gross_tert_enr_female_rat,(.)
Central African Republic,,Gross_tert_enr_female_rat,..
Mozambique,,Gross_tert_enr_female_rat,1
Mali,,Gross_tert_enr_female_rat,2
Niger,,Gross_tert_enr_female_rat,1
Guinea-Bissau,,Gross_tert_enr_female_rat,(.)
Burkina Faso,,Gross_tert_enr_female_rat,1
Sierra Leone,,Gross_tert_enr_female_rat,1
Iceland,HIGH HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,1.85
Norway,HIGH HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,1.54
Australia,HIGH HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,1.25
Canada,HIGH HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,1.36
Ireland,HIGH HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,1.27
Sweden,HIGH HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,1.55
Switzerland,HIGH HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,0.84
Japan,HIGH HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,0.89
Netherlands,HIGH HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,1.08
France,HIGH HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,1.29
Finland,HIGH HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,1.21
United States,HIGH HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,1.40
Spain,HIGH HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,1.22
Denmark,HIGH HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,1.39
Austria,HIGH HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,1.20
United Kingdom,HIGH HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,1.39
Belgium,HIGH HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,1.24
Luxembourg,HIGH HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,1.18
New Zealand,HIGH HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,1.50
Italy,HIGH HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,1.36
"Hong Kong, China (SAR)",HIGH HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,0.95
Germany,HIGH HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,..
Israel,HIGH HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,1.34
Greece,HIGH HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,1.14
Singapore,HIGH HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,..
Korea (Republic of),HIGH HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,0.62
Slovenia,HIGH HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,1.43
Cyprus,HIGH HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,1.13
Portugal,HIGH HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,1.30
Brunei Darussalam,HIGH HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,2.02
Barbados,HIGH HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,2.47
Czech Republic,HIGH HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,1.16
Kuwait,HIGH HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,2.66
Malta,HIGH HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,1.36
Qatar,HIGH HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,3.45
Hungary,HIGH HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,1.46
Poland,HIGH HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,1.41
Argentina,HIGH HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,1.41
United Arab Emirates,HIGH HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,3.24
Chile,HIGH HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,0.96
Bahrain,HIGH HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,2.23
Slovakia,HIGH HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,1.29
Lithuania,HIGH HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,1.57
Estonia,HIGH HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,1.66
Latvia,HIGH HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,1.79
Uruguay,HIGH HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,2.03
Croatia,HIGH HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,1.19
Costa Rica,HIGH HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,1.26
Bahamas,HIGH HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,..
Seychelles,HIGH HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,..
Cuba,HIGH HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,1.72
Mexico,HIGH HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,0.99
Bulgaria,HIGH HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,1.14
Saint Kitts and Nevis,HIGH HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,..
Tonga,HIGH HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,1.67
Libyan Arab Jamahiriya,HIGH HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,1.09
Antigua and Barbuda,HIGH HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,..
Oman,HIGH HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,1.09
Trinidad and Tobago,HIGH HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,1.27
Romania,HIGH HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,1.26
Saudi Arabia,HIGH HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,1.47
Panama,HIGH HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,1.63
Malaysia,HIGH HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,1.31
Belarus,HIGH HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,1.37
Mauritius,HIGH HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,1.26
Bosnia and Herzegovina,HIGH HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,..
Russian Federation,HIGH HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,1.36
Albania,HIGH HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,1.57
Macedonia (TFYR),HIGH HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,1.38
Brazil,HIGH HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,1.32
Dominica,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,..
Saint Lucia,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,2.80
Kazakhstan,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,1.42
Venezuela (Bolivarian Republic of),MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,1.08
Colombia,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,1.09
Ukraine,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,1.20
Samoa,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,0.93
Thailand,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,1.06
Dominican Republic,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,1.64
Belize,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,2.43
China,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,0.95
Grenada,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,..
Armenia,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,1.22
Turkey,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,0.74
Suriname,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,1.62
Jordan,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,1.06
Peru,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,1.03
Lebanon,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,1.15
Ecuador,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,..
Philippines,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,1.23
Tunisia,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,1.40
Fiji,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,1.20
Saint Vincent and the Grenadines,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,..
Iran (Islamic Republic of),MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,1.09
Paraguay,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,1.34
Georgia,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,1.04
Guyana,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,2.13
Azerbaijan,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,0.90
Sri Lanka,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,..
Maldives,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,2.37
